iteration,swarm_best_fitness
1,-2.34
2,-2.34
3,-2.34
4,-2.34
5,-2.34
6,-2.34
7,-2.34
8,-2.34
9,-2.34
10,-2.34
11,-2.34
12,-2.34
13,-2.34
14,-2.34
15,-2.34
16,-2.34
17,-2.34
18,-2.34
19,-2.34
20,-2.34
21,-2.34
22,-2.34
23,-2.34
24,-2.34
25,-2.34
26,-2.34
27,-2.34
28,-2.34
29,-2.34
30,-2.34
31,-2.34
32,-2.34
33,-2.34
34,-2.34
35,-2.34
36,-2.34
37,-2.34
38,-2.34
39,-2.34
40,-2.34
41,-2.34
42,-2.34
43,-2.34
44,-2.34
45,-2.34
46,-2.34
47,-2.34
48,-2.34
49,-2.34
50,-2.34
51,-2.34
52,-2.34
53,-2.34
54,-2.34
55,-2.34
56,-2.34
57,-2.34
58,-2.34
59,-2.34
60,-2.34
61,-2.34
62,-2.34
63,-2.34
64,-2.34
65,-2.34
66,-2.34
67,-2.34
68,-2.34
69,-2.34
70,-2.34
71,-2.34
72,-2.34
73,-2.34
74,-2.34
75,-2.34
76,-2.34
77,-2.34
78,-2.34
79,-2.34
80,-2.34
81,-2.34
82,-2.34
83,-2.34
84,-2.34
85,-2.34
86,-2.34
87,-2.34
88,-2.34
89,-2.34
90,-2.34
91,-2.34
92,-2.34
93,-2.34
94,-2.34
95,-2.34
96,-2.34
97,-2.34
98,-2.34
99,-2.34
100,-2.34
